gid,lon,lat,X,Y,gridmet_id,irr_freq,irr_ratio,bedrock_m,k_m/d,sy,well_depth,well_surface_ele,well_bedrock_ele,well_k,well_sy,well_depth_ele,wl_depth_m_1990,wl_depth_m_1991,wl_depth_m_1992,wl_depth_m_1993,wl_depth_m_1994,wl_depth_m_1995,wl_depth_m_1996,wl_depth_m_1997,wl_depth_m_1998,wl_depth_m_1999,wl_depth_m_2000,wl_depth_m_2001,wl_depth_m_2002,wl_depth_m_2003,wl_depth_m_2004,wl_depth_m_2005,wl_depth_m_2006,wl_depth_m_2007,wl_depth_m_2008,wl_depth_m_2009,wl_depth_m_2010,wl_depth_m_2011,wl_depth_m_2012,wl_depth_m_2013,wl_depth_m_2014,wl_depth_m_2015,wl_depth_m_2016,wl_depth_m_2017,wl_depth_m_2018,wl_depth_m_2019,wl_depth_m_2020,wl_depth_m_2021,wl_depth_m_2022,wl_ele_m_1990,wl_ele_m_1991,wl_ele_m_1992,wl_ele_m_1993,wl_ele_m_1994,wl_ele_m_1995,wl_ele_m_1996,wl_ele_m_1997,wl_ele_m_1998,wl_ele_m_1999,wl_ele_m_2000,wl_ele_m_2001,wl_ele_m_2002,wl_ele_m_2003,wl_ele_m_2004,wl_ele_m_2005,wl_ele_m_2006,wl_ele_m_2007,wl_ele_m_2008,wl_ele_m_2009,wl_ele_m_2010,wl_ele_m_2011,wl_ele_m_2012,wl_ele_m_2013,wl_ele_m_2014,wl_ele_m_2015,wl_ele_m_2016,wl_ele_m_2017,wl_ele_m_2018,wl_ele_m_2019,wl_ele_m_2020,wl_ele_m_2021,wl_ele_m_2022,st_m_1990,st_m_1991,st_m_1992,st_m_1993,st_m_1994,st_m_1995,st_m_1996,st_m_1997,st_m_1998,st_m_1999,st_m_2000,st_m_2001,st_m_2002,st_m_2003,st_m_2004,st_m_2005,st_m_2006,st_m_2007,st_m_2008,st_m_2009,st_m_2010,st_m_2011,st_m_2012,st_m_2013,st_m_2014,st_m_2015,st_m_2016,st_m_2017,st_m_2018,st_m_2019,st_m_2020,st_m_2021,st_m_2022,Crop2006,Crop2007,Crop2008,Crop2009,Crop2010,Crop2011,Crop2012,Crop2013,Crop2014,Crop2015,Crop2016,Crop2017,Crop2018,Crop2019,Crop2020,Crop2021,Crop2022,other_freq,wheat_freq,Irr1997,Irr1998,Irr1999,Irr2000,Irr2001,Irr2002,Irr2003,Irr2004,Irr2005,Irr2006,Irr2007,Irr2008,Irr2009,Irr2010,Irr2011,Irr2012,Irr2013,Irr2014,Irr2015,Irr2016,Irr2017,Irr2018,Irr2019,Irr2020
grid66,-100.69745976372397,39.39051221006076,8,11,grid13,14,0.7368421052631579,822.613081641768,102.354888,0.0706,83.2104,901.7532255,822.6130816,102.354888,0.0706,818.5428255,40.5218,43.72204,44.370724,41.9163,43.136497,41.87099,42.960983,44.40841,42.042225,42.418285,41.975533,43.90796,47.483067,48.297516,49.08858,47.21662,47.959476,48.213955,48.58588,49.180058,50.046955,49.793762,50.155087,52.552917,51.84597,51.88889,52.234974,52.29504,52.293373,52.993183,51.987453,52.520615,52.963326,853.1571,853.3726,852.8989,853.30585,853.9288,853.49695,853.51984,852.9861,854.2514,852.63055,854.1046,852.00085,851.8549,850.7574,850.26624,849.33594,848.45105,849.2179,848.26904,847.96954,847.5837,846.9441,846.7392,845.83093,846.0603,845.8085,845.7367,845.3258,845.2927,845.14624,845.4523,845.0476,845.0389,30.544022850419537,30.759537987138287,30.285844139482037,30.692765526200787,31.315690330888287,30.883866600419537,30.906754784013287,30.373002342607037,31.638322166825787,30.017472557450787,31.491532616044537,29.387772850419537,29.241837791825787,28.144303612138287,27.653153709794537,26.722855858232037,25.837968162919537,26.604813866044537,25.655961326982037,25.356461815263287,24.970597557450787,24.331010155107037,24.126115135575787,23.217850975419537,23.447221092607037,23.195390037919537,23.123612694169537,22.712724022294537,22.679642967607037,22.533158592607037,22.839188866044537,22.434525780107037,22.425797752763287,corn,corn,soybeans,corn,soybeans,corn,soybeans,corn,other,corn,wheat,corn,corn,corn,corn,corn,corn,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
grid67,-100.69741618065105,39.39777810806424,8,12,grid13,3,0.15789473684210525,822.035498290968,92.470224,0.0727,83.2104,901.7532255,822.6130816,102.354888,0.0706,818.5428255,40.09299,43.498573,42.665104,42.472534,41.644115,41.884663,42.06991,42.978737,41.186096,41.75906,41.1452,43.636803,44.163387,44.886753,45.831013,46.90399,47.603054,47.749676,48.195286,48.776478,49.049435,49.366642,49.725933,50.339962,52.190414,52.379143,52.06884,52.712795,52.727,52.75857,52.415146,52.92085,52.840736,853.32935,853.79266,853.26874,853.4491,854.33453,853.89075,853.7395,853.3876,854.3837,852.8211,854.2161,852.0719,851.8223,850.7838,850.22296,849.65137,848.79376,849.4508,848.4649,848.2401,847.94037,847.3049,847.08484,846.2475,846.4932,846.26935,846.1236,845.8142,845.77954,845.57434,845.9389,845.547,845.43805,31.293847412156993,31.757165283250743,31.233239502000743,31.413598388719493,32.29903540043824,31.855248779344493,31.704003662156993,31.352074951219493,32.34822973637574,30.785607666063243,32.18062719731324,30.036401123094493,29.786828369188243,28.748315185594493,28.187463134813243,27.615868896531993,26.758263916063243,27.415307373094493,26.429406494188243,26.204614013719493,25.904870361375743,25.269372314500743,25.049340576219493,24.211999267625743,24.457726806688243,24.233849853563243,24.088097900438243,23.778710693406993,23.744042724656993,23.538842529344493,23.903405517625743,23.511498779344493,23.402551025438243,fallow,wheat,fallow,wheat,corn,other,sorghum,corn,sorghum,fallow,corn,corn,corn,corn,corn,corn,corn,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
grid68,-100.69737259757812,39.405044006067705,8,13,grid13,19,1.0,822.35722748952,88.014048,0.0742,81.6864,905.0498458,822.9761479,86.85276,0.0747,823.3634458,40.13941,43.191048,42.24806,42.06241,40.641502,41.22266,41.375515,41.912735,40.543274,41.290405,40.527397,42.754013,44.65021,45.41371,46.385277,45.937275,46.551716,46.65215,47.08868,47.673687,47.93201,48.224903,48.56738,49.2012,49.628716,49.17667,49.34852,49.79322,49.812115,50.15414,49.490143,50.07656,50.349445,853.8464,854.0579,853.5433,853.7844,854.87286,854.12476,853.9948,853.8161,854.5473,853.0798,854.3603,852.4087,852.2529,851.2732,850.5652,850.1003,849.2915,849.8466,848.83563,848.67236,848.2904,847.81305,847.5777,846.7738,846.96606,846.6756,846.7094,846.3247,846.288,846.19415,846.4363,846.0623,845.989,31.489147022198722,31.700694873761222,31.186046436261222,31.427196338604972,32.51563628001122,31.767528369854972,31.637584522198722,31.458873584698722,32.19007475657372,30.722545459698722,32.00306303782372,30.051463916729972,29.895702197979972,28.915965869854972,28.207958057354972,27.743053272198722,26.934276416729972,27.489391162823722,26.478404834698722,26.315135791729972,25.933177783917472,25.455821826886222,25.220470264386222,24.416576221417472,24.608836963604972,24.318370655011222,24.352184131573722,23.967479541729972,23.930797412823722,23.836925342511222,24.079051807354972,23.705089405011222,23.631786182354972,other,other,corn,corn,corn,soybeans,corn,corn,corn,soybeans,corn,corn,soybeans,corn,corn,corn,corn,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grid69,-100.69732901450521,39.41230990407118,8,14,grid13,17,0.8947368421052632,822.9761478528961,86.85276,0.0747,81.6864,905.0498458,822.9761479,86.85276,0.0747,823.3634458,39.612026,42.862553,41.859604,41.632538,40.068672,40.75155,40.87308,41.30374,40.11392,40.877552,40.14415,42.341743,42.860565,43.586952,44.368774,45.547977,46.10843,46.188927,46.595615,47.17179,47.40926,47.697266,48.034515,48.67993,49.14782,49.361538,48.960846,49.75416,49.789913,49.648594,49.449272,50.01892,49.176376,854.1993,854.3973,854.0768,854.1854,855.30145,854.3192,854.2117,854.1322,854.9587,853.49396,854.6596,852.5504,852.3051,851.3716,850.6329,850.5609,849.8273,850.24786,849.2634,849.15234,848.785,848.35535,848.1169,847.347,847.50885,847.305,847.2181,846.9807,846.9414,846.72327,847.0724,846.7189,846.67316,31.223131932260117,31.421129979135117,31.100634373666367,31.209276951791367,32.32530478382262,31.343066014291367,31.235522068978867,31.156054295541367,31.982531346322617,30.517809666635117,31.683459080697617,29.574267186166367,29.328966893197617,28.395434178353867,27.656725682260117,27.584765233041367,26.851122654916367,27.271715916635117,26.287279881478867,26.176195897103867,25.808825291635117,25.379198826791367,25.140734471322617,24.370837010385117,24.532702244760117,24.328844822885117,24.241930760385117,24.004565037728867,23.965258397103867,23.747118748666367,24.096239842416367,23.742724217416367,23.697008885385117,corn,corn,soybeans,wheat,wheat,corn,soybeans,corn,corn,wheat,corn,soybeans,wheat,wheat,corn,corn,wheat,0,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
grid70,-100.69728543143228,39.419575802074654,8,15,grid13,18,0.9473684210526315,823.777103612424,85.93836,0.0727,81.6864,905.0498458,822.9761479,86.85276,0.0747,823.3634458,39.06551,42.21821,40.840683,40.747044,39.56745,40.12438,40.279495,40.404465,39.066185,39.976322,39.28821,41.446476,43.112896,43.90029,43.881035,45.099606,45.662502,45.729214,46.160454,46.72669,46.96271,47.236973,47.54543,48.18753,48.949078,49.270123,50.106876,49.70497,49.752346,50.467537,49.489132,49.939705,48.509308,854.539,854.8864,854.39435,854.77216,856.26,855.1764,855.1074,854.74945,855.0706,853.96405,854.89655,853.3239,853.1959,852.3294,851.26324,851.40283,850.7588,851.06903,850.09265,850.0608,849.70624,849.3118,849.0699,848.33124,848.3346,848.10175,848.1484,847.8356,847.7885,847.65424,848.01495,847.64105,847.2299,30.761897852419793,31.109309961794793,30.617244532107293,30.995052149294793,32.48290615320104,31.399287989138543,31.330318262576043,30.972347071169793,31.293514063357293,30.186946680544793,31.119441797732293,29.546809961794793,29.418819239138543,28.552303125857293,27.486141016482293,27.625728418826043,26.981685450076043,27.291927149294793,26.315547754763543,26.283687403201043,25.929134180544793,25.534725000857293,25.292781641482293,24.554134180544793,24.557491114138543,24.324641993044793,24.371272852419793,24.058467676638543,24.011409571169793,23.877132227419793,24.237850000857293,23.863948633669793,23.452815821169793,corn,soybeans,soybeans,wheat,wheat,corn,soybeans,wheat,corn,corn,wheat,corn,soybeans,wheat,corn,corn,wheat,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
grid71,-100.69724184835938,39.42684170007812,8,16,grid12,0,0.0,824.566450780488,86.24316,0.0706,84.7344,906.4218783,823.0005743,80.68056,0.0636,821.6874783,38.1914,41.480114,39.91914,40.221767,39.040047,39.59392,39.710995,39.862694,38.346107,39.38983,38.57645,41.075096,41.423183,42.13683,43.11188,43.250225,43.756527,43.841824,44.283028,44.78571,45.027695,45.266525,45.535835,46.131565,48.249638,48.78473,48.326897,49.194942,49.248627,48.689217,48.958477,49.379894,48.23056,855.0865,855.3805,855.20447,855.1525,856.7484,855.5203,855.4734,855.12866,855.85376,854.8376,855.64496,853.62134,853.37067,852.55084,851.64984,851.6639,851.1097,851.29376,850.36475,850.36487,849.9823,849.613,849.39734,848.6839,849.01337,848.72156,848.6394,848.3601,848.3097,848.15796,848.5427,848.1752,848.01483,30.520036035918224,30.814042383574474,30.638016992949474,30.586076074980724,32.181962305449474,30.953873926543224,30.906937891386974,30.562211328886974,31.287308985136974,30.271134668730724,31.078507715605724,29.054887110136974,28.804215723418224,27.984391504668224,27.083390528105724,27.097428614043224,26.543229395293224,26.727311426543224,25.798295313261974,25.798417383574474,25.415849024199474,25.046525293730724,24.830888086699474,24.117448145293224,24.446915918730724,24.155106836699474,24.072953516386974,23.793656641386974,23.743241602324474,23.591508203886974,23.976273828886974,23.608720117949474,23.448380762480724,other,wheat,wheat,fallow,wheat,fallow,wheat,fallow,corn,fallow,wheat,fallow,wheat,fallow,wheat,fallow,wheat,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid72,-100.69719826528646,39.434107598081596,8,17,grid12,0,0.0,825.1104361827361,84.850224,0.0701,84.7344,906.4218783,823.0005743,80.68056,0.0636,821.6874783,37.96799,41.41526,39.364483,39.748055,37.447372,38.02341,38.111507,38.352516,37.83224,39.0228,38.067516,39.41108,40.991802,41.70973,42.641087,42.832005,43.278545,43.324398,43.74889,44.242573,44.427483,44.69862,44.9583,45.563713,47.00405,47.459473,47.32944,47.71947,47.75917,47.653187,47.490376,47.879177,47.410175,855.76855,856.31726,855.6392,855.8003,857.0945,855.6988,855.6522,855.42584,856.07666,855.2212,855.83105,853.8232,853.8333,853.07184,852.0738,852.17926,851.7316,851.8093,850.93353,850.9587,850.69904,850.21765,850.02814,849.3503,849.6031,849.28033,849.1701,848.8484,848.7875,848.6571,849.0263,848.66223,848.52264,30.658118504763934,31.206824559451434,30.528785008670184,30.689856786013934,31.984046239138934,30.588355321170184,30.541785496951434,30.315406102420184,30.966223973513934,30.110755223513934,30.720618504763934,28.712744969607684,28.722876805545184,27.961402196170184,26.963355321170184,27.068824071170184,26.621192235232684,26.698889989138934,25.823096532107684,25.848243016482684,25.588599461795184,25.107215184451434,24.917701024295184,24.239844578982684,24.492652196170184,24.169898289920184,24.059668797732684,23.737952489138934,23.677039403201434,23.546668309451434,23.915869969607684,23.551795262576434,23.412207860232684,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,other,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid73,-100.68836643205728,39.354174841727435,9,6,grid14,2,0.10526315789473684,827.1021843750001,95.03968800000001,0.0637,84.1248,905.8544981,823.995881,109.831632,0.0686,821.7296981,43.73014,43.75809,44.462822,44.79169,43.207706,43.66561,45.34776,44.39505,44.288677,44.65336,43.87746,45.724266,47.31482,47.70333,46.87365,47.729168,48.526485,48.656452,48.936832,49.685284,49.94161,50.325706,50.67507,50.28121,51.220066,51.21558,52.387074,51.60926,51.59328,53.113674,51.250027,51.81734,52.353737,851.8238,851.9048,851.2086,851.75287,852.2654,851.93,851.8323,851.0913,851.9098,850.58777,852.1609,850.9281,850.3673,849.1798,847.1157,845.85297,844.8663,845.3047,845.863,843.86194,843.63275,842.89105,842.7212,841.87463,841.81726,841.52686,841.6735,841.0847,841.1575,841.2393,841.25726,840.71826,840.74896,24.721607128906157,24.802600781249907,24.106433789062407,24.650684277343657,25.163196484374907,24.827808300781157,24.730091015624907,23.989124218749907,24.807605664062407,23.485584179687407,25.058704296874907,23.825916210937407,23.265125195312407,22.077625195312407,20.013538281249907,18.750781933593657,17.764087597656157,18.202503124999907,18.760791699218657,16.759754101562407,16.530567089843657,15.788867871093657,15.619007031249907,14.772449414062407,14.715076367187407,14.424671093749907,14.571338574218657,13.982532421874907,14.055286328124907,14.137134472656157,14.155078808593657,13.616077343749907,13.646778027343657,other,corn,corn,corn,other,corn,corn,corn,sorghum,sorghum,sorghum,corn,corn,corn,sorghum,corn,sorghum,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
grid74,-100.68832296242188,39.361439302265616,9,7,grid14,0,0.0,826.549808788872,96.73437600000001,0.0631,84.1248,905.8544981,823.995881,109.831632,0.0686,821.7296981,43.04274,44.383175,45.070942,43.744034,43.84545,43.79672,44.559433,45.120678,43.293755,43.906418,43.32988,45.756493,48.00701,46.60544,47.512527,48.476864,49.287582,49.144215,49.82613,50.545963,50.83481,51.19082,51.553543,50.97875,51.55189,51.494205,52.74415,51.874287,51.85958,53.597515,51.536427,52.1164,52.746887,851.3399,851.3259,850.7419,851.50085,851.7482,851.5087,851.6194,850.75964,852.16907,850.547,852.4713,850.42346,849.8984,848.5896,847.10565,845.8262,844.76935,845.2852,845.51245,843.9297,843.6691,842.90283,842.7209,841.86237,841.90125,841.6197,841.7064,841.11536,841.15753,841.2275,841.30145,840.75635,840.7885,24.790095996284208,24.776118945502958,24.192073535346708,24.951045703315458,25.198421191596708,24.958919238471708,25.069575976752958,24.209834765815458,25.619258593940458,23.997188281440458,25.921504687690458,23.873653125190458,23.348567675971708,22.039790820502958,20.555843066596708,19.276363086127958,18.219539355659208,18.735408496284208,18.962642383002958,17.379878711127958,17.119319629096708,16.353023242377958,16.171077441596708,15.312556933784208,15.351436328315458,15.069881152534208,15.156612109565458,14.565547656440458,14.607722949409208,14.677669238471708,14.751643847846708,14.206538867377958,14.238704394721708,other,wheat,fallow,corn,corn,corn,sorghum,corn,corn,corn,corn,corn,corn,corn,corn,corn,sorghum,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid75,-100.68827949278645,39.36870376280382,9,8,grid14,3,0.15789473684210525,825.46232168064,98.85883199999999,0.0635,84.1248,905.8544981,823.995881,109.831632,0.0686,821.7296981,43.137646,44.385387,45.050438,43.792374,43.828144,43.873558,44.585064,45.108692,43.256615,43.893303,43.312912,45.76355,47.985634,47.640556,48.52114,48.554497,49.372868,49.587738,49.954178,50.634953,50.92908,51.28334,51.647537,52.050045,51.846268,51.724644,52.906055,52.107067,52.093853,53.703636,51.789257,52.378735,53.08829,850.9342,851.00073,850.46204,851.16504,851.4536,851.2341,851.3254,850.5327,852.083,850.3309,852.3143,850.0479,849.5878,848.4058,847.292,845.94073,844.8524,845.59906,845.3346,844.19977,843.90967,843.11676,842.92334,842.14984,842.1618,841.87024,841.9323,841.4148,841.4241,841.3956,841.5839,841.05597,841.0774,25.471882420922498,25.538410741234998,24.999714452172498,25.702717381859998,25.991291600609998,25.771748143578748,25.863056737328748,25.070393163109998,26.620686131859998,24.868549901391248,26.851948338891248,24.585590917016248,24.125507909203748,22.943501073266248,21.829670506859998,20.478413182641248,19.390095311547498,20.136738377953748,19.872273045922498,18.737446385766248,18.447346288109998,17.654438573266248,17.461018163109998,16.687519627953748,16.699482518578748,16.407917577172498,16.469990331078748,15.952473241234998,15.961750584984998,15.933308202172498,16.121601659203748,15.593647557641248,15.615070897484998,wheat,corn,fallow,wheat,corn,corn,other,other,corn,wheat,corn,wheat,wheat,corn,corn,corn,corn,2,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
grid76,-100.68823602315105,39.37596822334202,9,9,grid14,4,0.21052631578947367,823.7965256848321,98.544888,0.064,84.1248,905.8544981,823.995881,109.831632,0.0686,821.7296981,42.84049,44.343224,44.9907,42.925743,43.76782,43.90334,44.397556,45.054317,43.07351,43.68376,42.98116,45.745205,47.939842,47.68082,48.592934,48.604233,49.42444,49.6313,50.043236,50.68496,50.980698,51.33442,51.699673,52.130817,52.417652,52.338104,53.01881,52.727062,52.719635,53.86322,52.428024,53.005135,53.634144,850.6668,850.8203,850.3112,850.7454,851.3067,851.08466,851.14685,850.413,851.96655,850.17,852.05865,849.7753,849.4025,848.1926,847.3584,846.2216,845.1509,846.03485,845.3687,844.6779,844.3331,843.5421,843.334,842.49274,842.6269,842.2896,842.3105,841.85895,841.837,841.7167,841.9811,841.4895,841.491,26.87028339719916,27.02378681516791,26.51469257688666,26.94889667844916,27.51017597532416,27.28813007688666,27.35032490110541,26.61649921751166,28.17002704954291,26.37345722532416,28.26212910032416,25.97880390501166,25.60600117063666,24.39610126829291,23.56187275266791,22.42509296751166,21.35435322141791,22.23832538938666,21.57218769407416,20.88139179563666,20.53660419798041,19.74558857298041,19.53745869016791,18.69621113157416,18.83036640501166,18.49308613157416,18.51396015501166,18.06242206907416,18.04044941282416,17.92014911985541,18.18455341673041,17.69297626829291,17.69450214719916,corn,wheat,fallow,wheat,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,corn,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
grid77,-100.68819255351562,39.3832326838802,9,10,grid13,18,0.9473684210526315,821.678031737424,95.289624,0.0656,84.1248,905.8544981,823.995881,109.831632,0.0686,821.7296981,41.378902,44.2607,44.8969,42.697872,43.66965,43.769753,43.269356,44.96239,42.18635,42.423996,42.072685,45.736027,47.843098,47.657124,48.57888,48.581932,49.392754,49.590702,50.031143,50.643852,50.94877,51.286484,51.652634,52.108746,52.404922,52.318462,52.635834,52.703735,52.70033,53.52364,52.416653,52.985756,53.603992,850.4468,850.7966,850.3025,850.70996,851.3207,851.05023,850.99365,850.4135,851.9832,850.08997,851.9088,849.5943,849.35864,848.16046,847.4939,846.48785,845.44446,846.3728,845.45416,845.0277,844.55676,843.91156,843.6839,842.8327,842.9086,842.67834,842.7725,842.33295,842.2912,842.1657,842.4377,841.9754,841.96594,28.76874560632598,29.11853808679473,28.62445849695098,29.03192920007598,29.64264697351348,29.37220019616973,29.31562060632598,28.73548144616973,30.30518359460723,28.41193408288848,30.23078173913848,27.91626757898223,27.68061084070098,26.48242968835723,25.81586474695098,24.80982226648223,23.76642627038848,24.69477099695098,23.77613086023223,23.34967822351348,22.87873095788848,22.23352832116973,22.00586718835723,21.15467089929473,21.23059863366973,21.00031298913848,21.09449023523223,20.65491503991973,20.61316699304473,20.48767871179473,20.75965136804473,20.29737109460723,20.28791064538848,soybeans,corn,corn,soybeans,corn,soybeans,corn,soybeans,corn,corn,soybeans,corn,wheat,corn,corn,corn,corn,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
grid78,-100.6881490838802,39.390497144418404,9,11,grid13,16,0.8421052631578947,820.91249706936,87.331296,0.0693,83.2104,901.7532255,822.6130816,102.354888,0.0706,818.5428255,40.9959,44.1216,44.771206,42.42829,43.54114,43.593,42.856853,44.970432,41.79158,42.155056,41.721073,45.579178,47.70247,48.514706,49.36138,48.827625,49.58843,49.736855,50.197056,50.81542,51.09605,51.42772,51.783432,52.850136,52.246475,52.201195,52.538807,52.588417,52.58927,53.40734,52.304684,52.85999,53.417824,850.51874,851.13116,850.41614,850.8045,851.688,851.0533,850.98755,850.8047,852.0178,850.09595,851.82104,849.46655,849.3415,848.1946,847.6149,846.84174,845.82294,846.65015,845.64954,845.3502,844.8926,844.32733,844.07336,843.1752,843.29706,843.091,843.17456,842.78815,842.74133,842.6021,842.9006,842.4538,842.4455,29.60624072360872,30.21866748142122,29.50364062595247,29.89200732517122,30.77549121188997,30.14078662204622,30.07505175876497,29.89219043063997,31.10532519626497,29.18345019626497,30.90854785251497,28.55405566501497,28.42899462985872,27.28208300876497,26.70243212985872,25.92923877048372,24.91043994235872,25.73764941501497,24.73703906345247,24.43772265720247,23.98008105563997,23.41483447360872,23.16086718845247,22.26267382907747,22.38456103610872,22.17850634860872,22.26206347751497,21.87564990329622,21.82883593845247,21.68961474704622,21.98807666110872,21.54129931735872,21.53299853610872,corn,corn,soybeans,corn,soybeans,corn,corn,wheat,corn,corn,wheat,corn,corn,corn,corn,corn,corn,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
grid79,-100.68810561424479,39.3977616049566,9,12,grid13,4,0.21052631578947367,820.792467189024,79.97342400000001,0.0727,84.1248,900.3651063,821.6631861,80.555592,0.0737,816.2403063,40.575615,43.82885,43.16864,42.960728,41.470844,42.162315,42.369625,42.790176,41.374573,41.84819,41.31906,43.31651,46.922955,47.725574,48.503525,46.580307,47.283096,47.463215,47.92459,48.50554,48.80461,49.09624,49.456394,51.941494,53.311787,53.554302,52.98587,53.89117,53.90799,53.63191,53.6004,54.107563,53.911007,850.6257,851.2517,850.6921,850.8858,852.035,851.3347,851.19183,851.0535,852.02167,850.29694,851.8855,849.7049,849.6009,848.50366,847.82544,847.2154,846.2414,846.95056,845.91846,845.6941,845.2732,844.7616,844.4876,843.64667,843.9777,843.7795,843.80884,843.5207,843.469,843.26697,843.6053,843.186,843.1059,29.833204197694727,30.459241795350977,29.899610447694727,30.093336033632227,31.242505955507227,30.542249607850977,30.399366307069727,30.261060643007227,31.229200291444727,29.504468846132227,31.093030857850977,28.912427830507227,28.808423924257227,27.711194920350977,27.032972264100977,26.422925877382227,25.448926853944727,26.158094334413477,25.125989842225977,24.901624607850977,24.480726170350977,23.969129490663477,23.695142674257227,22.854200291444727,23.185254978944727,22.987012791444727,23.016370701600977,22.728223728944727,22.676526951600977,22.474500584413477,22.812818455507227,22.393506932069727,22.313428807069727,fallow,wheat,fallow,wheat,other,corn,fallow,wheat,sorghum,corn,sorghum,corn,corn,corn,corn,corn,corn,1,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
grid80,-100.68806214460938,39.40502606549479,9,13,grid13,19,1.0,821.663186133384,80.555592,0.0737,84.1248,900.3651063,821.6631861,80.555592,0.0737,816.2403063,40.39471,43.509308,42.755352,42.55469,41.00899,41.692547,41.87042,42.295383,40.940228,41.540154,40.91124,42.998257,44.520226,45.23978,46.07468,46.228043,46.881817,46.99863,47.481693,48.052654,48.318172,48.61843,48.97503,49.59535,53.078766,53.385353,52.79962,53.711826,53.7325,53.364243,53.421635,53.90695,52.936543,851.18085,851.54987,850.9903,851.23535,852.3827,851.60034,851.4716,851.3041,852.16455,850.5699,852.00696,849.8497,850.0458,848.982,848.2672,847.5434,846.63464,847.3357,846.18604,846.01764,845.7174,845.1665,844.876,844.0796,844.5443,844.35474,844.3808,844.14636,844.09076,843.87006,844.22736,843.8272,843.8103,29.517661034584762,29.886679589272262,29.327109276772262,29.572165429116012,30.719504296303512,29.937155663491012,29.808432518959762,29.640891015053512,30.501364647866012,28.906699120522262,30.343771874428512,28.186484276772262,28.382590233803512,27.318808495522262,26.604025780678512,25.880209862709762,24.971457421303512,25.672507225991012,24.522849022866012,24.354453026772262,24.054221093178512,23.503317772866012,23.212790429116012,22.416403710366012,22.881125390053512,22.691550194741012,22.717612206459762,22.483176171303512,22.427573143959762,22.206870018959762,22.564169823647262,22.164023339272262,22.147116600991012,corn,corn,corn,corn,soybeans,corn,corn,corn,sorghum,corn,corn,soybeans,corn,corn,corn,corn,corn,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
grid81,-100.68801867497396,39.41229052603299,9,14,grid13,19,1.0,822.617695310976,84.646008,0.0724,85.344,905.3911019,822.6176953,84.646008,0.0724,820.0471019,39.768425,42.96566,41.96947,41.725758,40.52588,41.20225,41.3485,41.780937,40.249115,40.901947,40.2193,42.666164,44.14522,44.87431,45.65587,45.840378,46.439934,46.537266,46.990196,47.55288,47.797108,48.092484,48.443974,49.07621,51.346024,51.56637,52.599228,51.92759,51.97192,53.077267,51.67761,52.17959,52.507698,851.8013,852.19415,851.6245,851.9089,852.8099,851.9289,851.8163,851.6209,852.626,851.1359,852.4348,850.07227,850.3966,849.3844,848.5845,848.03503,847.2157,847.77234,846.65784,846.5359,846.25085,845.7521,845.4556,844.6884,845.0389,844.8563,844.9393,844.63104,844.5774,844.4499,844.7129,844.3327,844.4126,29.183574220273954,29.576457521055204,29.006816407773954,29.291179200742704,30.192180177305204,29.311198731992704,29.198588868711454,29.003215333555204,30.008281251523954,28.518229981992704,29.817119142148954,27.454570314023954,27.778911134336454,26.766704103086454,25.966777345273954,25.417338868711454,24.598002931211454,25.154643556211454,24.040141603086454,23.918193360898954,23.633159181211454,23.134379884336454,22.837932130430204,22.070720216367704,22.421184083555204,22.238627931211454,22.321574708555204,22.013347169492704,21.959697267148954,21.832194825742704,22.095195314023954,21.715007325742704,21.794902345273954,corn,corn,corn,corn,corn,corn,corn,sorghum,corn,soybeans,corn,soybeans,corn,soybeans,corn,corn,soybeans,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
